brand_name_rx_count,gender,generic_rx_count,region,settlement_type,specialty,years_practicing
916,M,5469,Midwest,urban,Gastroenterology,8
522,M,3649,South,non-urban,Psychiatry,7
172,M,1499,South,non-urban,Adult Medicine,7
1124,M,5228,South,non-urban,Cardiovascular Disease,7
492,M,5393,Midwest,non-urban,Rheumatology,7
566,M,3449,South,non-urban,Psychiatry,7
2418,M,16999,South,non-urban,Geriatric Medicine,7
782,F,3150,Northeast,urban,Family,7
887,M,3829,Midwest,urban,Cardiovascular Disease,7
512,M,2274,South,urban,Nephrology,7
649,M,3948,Midwest,non-urban,Cardiovascular Disease,7
911,M,4383,South,non-urban,Cardiovascular Disease,8
367,F,2209,South,urban,Medical,6
718,F,4583,West,non-urban,Family,5
246,F,2542,West,urban,Medical,7
955,F,6184,Northeast,non-urban,Geriatric Medicine,7
340,M,2746,South,urban,Family,7
382,M,2164,West,non-urban,Nephrology,7
692,M,4155,Northeast,non-urban,Geriatric Medicine,7
1968,M,6033,Northeast,non-urban,Geriatric Medicine,7
704,M,3301,Midwest,non-urban,Geriatric Medicine,7
3095,M,10675,Midwest,urban,Cardiovascular Disease,8
490,M,2555,South,urban,Adult Medicine,7
457,M,1634,South,non-urban,Nephrology,7
871,M,7404,West,urban,Geriatric Medicine,7
1065,M,891,Northeast,non-urban,Infectious Disease,7
184,M,1832,Northeast,non-urban,Geriatric Medicine,7
1361,M,4765,South,urban,Cardiovascular Disease,8
821,M,9393,West,non-urban,Geriatric Medicine,8
964,M,5155,West,non-urban,Cardiovascular Disease,8
824,M,11846,South,urban,Psychiatry,7
749,M,1781,Northeast,non-urban,Neurology,7
1190,M,10092,South,urban,Pain Medicine,7
514,M,2453,Northeast,urban,Family,7
538,M,3747,Midwest,non-urban,Psychiatry,7
1294,M,8191,West,urban,Geriatric Medicine,8
387,F,2973,South,urban,Family,2
5460,M,9210,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",8
210,M,1120,Midwest,non-urban,Adult Medicine,6
1711,M,7719,South,urban,Nephrology,7
1411,F,662,Northeast,non-urban,Pulmonary Disease,6
3983,F,4245,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
473,F,2237,South,urban,Neurology,6
692,F,4584,South,urban,Medical,6
3846,F,4405,Northeast,non-urban,Infectious Disease,7
945,F,6477,South,urban,Cardiovascular Disease,7
2497,F,2625,South,urban,"Endocrinology, Diabetes & Metabolism",8
317,F,3631,South,urban,Psychiatry,7
180,F,1714,South,non-urban,Family,5
779,M,4268,Midwest,non-urban,Cardiovascular Disease,8
369,F,1983,South,non-urban,Family,7
641,M,3531,South,non-urban,Cardiovascular Disease,7
338,F,2982,West,non-urban,Geriatric Medicine,6
237,F,1639,South,urban,Adult Health,7
603,M,2509,Northeast,non-urban,Cardiovascular Disease,7
321,F,3923,South,urban,Psychiatry,7
713,M,2096,South,urban,Pulmonary Disease,7
538,M,3626,South,non-urban,Nephrology,7
196,F,2230,West,non-urban,Adult Health,7
949,M,5445,Northeast,non-urban,Nephrology,8
412,M,1786,South,non-urban,Family,8
615,F,4531,South,urban,Psychiatry,7
478,F,2867,West,non-urban,Geriatric Medicine,6
1261,M,5622,Northeast,non-urban,Cardiovascular Disease,7
1149,M,5613,South,urban,Family,8
670,F,2588,South,non-urban,Family,7
134,M,1339,Midwest,non-urban,Adult Medicine,7
620,M,1920,South,urban,Gastroenterology,8
1149,M,6361,Midwest,urban,Psychiatry,7
410,F,1773,Northeast,urban,Family,7
1090,F,7248,South,urban,Psychiatry,7
2486,F,1303,South,non-urban,"Endocrinology, Diabetes & Metabolism",8
1422,F,7461,Northeast,non-urban,Geriatric Medicine,7
542,M,3951,Northeast,non-urban,Psychiatry,7
590,F,2874,Northeast,non-urban,Family,8
366,F,1343,Northeast,non-urban,Medical,2
1491,M,5528,Midwest,urban,Cardiovascular Disease,7
585,M,4046,Midwest,non-urban,Cardiovascular Disease,8
924,M,3721,Midwest,non-urban,Psychiatry,7
2582,M,7263,South,non-urban,Cardiovascular Disease,8
745,M,2928,South,urban,Cardiovascular Disease,7
497,F,3361,South,non-urban,Family,7
1128,M,4611,West,non-urban,Cardiovascular Disease,7
1906,M,7218,South,non-urban,Pulmonary Disease,7
372,M,4699,Midwest,urban,Psychiatry,7
172,F,1320,Midwest,urban,Family,2
551,M,3925,South,non-urban,Medical,8
465,M,3777,South,urban,Nephrology,7
327,M,1578,Midwest,urban,Nephrology,8
867,M,4226,South,non-urban,Cardiovascular Disease,7
1135,F,4341,South,non-urban,Cardiovascular Disease,8
2325,M,4577,South,urban,Nephrology,7
93,F,1343,Northeast,non-urban,Family,7
335,F,2270,South,urban,Family,3
552,M,3373,Midwest,non-urban,Interventional Cardiology,7
531,M,2705,South,urban,Neurology,7
345,M,2060,South,non-urban,Cardiovascular Disease,7
633,M,4847,West,non-urban,Geriatric Medicine,7
445,M,1853,Midwest,urban,Neurology,7
469,F,4776,Midwest,non-urban,Psychiatry,7
429,M,4212,Midwest,urban,Psychiatry,7
503,M,1500,South,urban,Nephrology,7
786,M,2788,Northeast,non-urban,Critical Care Medicine,7
1474,M,12214,Midwest,non-urban,Cardiovascular Disease,7
626,F,3325,South,urban,Family,7
781,M,4142,South,non-urban,Cardiovascular Disease,7
493,F,1945,South,non-urban,Family,7
746,M,1352,Northeast,non-urban,Gastroenterology,7
803,M,2736,South,urban,Interventional Cardiology,7
489,F,3040,West,urban,Medical,5
465,F,2873,Northeast,non-urban,Geriatric Medicine,7
1290,M,1502,Midwest,non-urban,Pulmonary Disease,8
1044,M,4438,West,non-urban,Addiction Medicine,7
834,M,1026,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",8
440,F,5830,West,non-urban,Medical,6
1039,F,844,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",8
1112,F,7346,Northeast,non-urban,Geriatric Medicine,7
394,F,2327,Midwest,non-urban,Medical,2
1067,F,3503,Northeast,non-urban,Neurology,7
575,M,3573,South,non-urban,Cardiovascular Disease,7
456,F,2841,South,non-urban,Family,8
1533,M,4977,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",8
539,M,2711,South,urban,Medical,2
1087,M,1693,South,non-urban,Neurology,7
1891,F,8548,West,urban,Geriatric Medicine,8
309,F,1754,Northeast,non-urban,Family,6
2318,M,7573,Northeast,non-urban,Interventional Cardiology,8
614,F,2207,Midwest,urban,Family,7
410,M,3537,South,urban,Cardiovascular Disease,7
1094,M,3872,Northeast,non-urban,Cardiovascular Disease,7
549,F,2123,Midwest,urban,Neurology,3
835,M,2923,Midwest,non-urban,Psychiatry,7
914,F,940,West,non-urban,Infectious Disease,6
449,F,2420,South,non-urban,Adult Health,2
633,M,3553,South,non-urban,Geriatric Medicine,7
2450,M,2642,Midwest,urban,Infectious Disease,7
427,M,2525,Northeast,non-urban,Cardiovascular Disease,7
384,M,4645,South,urban,Cardiovascular Disease,8
622,M,1784,Northeast,non-urban,Cardiovascular Disease,7
863,M,2724,South,urban,Psychiatry,8
2109,M,8441,South,non-urban,Cardiovascular Disease,7
448,F,4304,West,non-urban,Cardiovascular Disease,7
1153,M,2591,South,urban,Clinical Cardiac Electrophysiology,7
671,F,4384,South,urban,Cardiovascular Disease,5
629,F,3632,West,non-urban,Cardiovascular Disease,7
869,M,6015,Midwest,non-urban,Cardiovascular Disease,8
1491,M,3053,Northeast,non-urban,Cardiovascular Disease,8
264,M,1195,South,urban,Medical,3
364,M,1504,Midwest,non-urban,Neurology,6
569,F,3493,Midwest,non-urban,Family,4
1715,M,2192,South,non-urban,"Endocrinology, Diabetes & Metabolism",8
462,F,2615,Midwest,urban,Psychiatry,6
1841,F,10423,Midwest,non-urban,Geriatric Medicine,7
435,F,2396,West,non-urban,Neurology,6
696,F,3755,Northeast,urban,Adult Health,8
547,M,5719,South,non-urban,Psychiatry,7
390,M,1349,West,non-urban,Rheumatology,7
854,M,4543,Northeast,non-urban,Cardiovascular Disease,7
687,M,3613,South,urban,Cardiovascular Disease,8
345,M,2916,Midwest,non-urban,Psychiatry,7
342,M,5575,Midwest,urban,Psychiatry,7
230,F,2725,West,urban,Family,8
591,M,3286,Midwest,urban,Nephrology,6
853,M,917,South,non-urban,Infectious Disease,7
241,M,2276,South,non-urban,Family,8
720,F,3497,West,non-urban,Family,8
1040,F,2458,South,non-urban,Rheumatology,7
700,M,2530,Northeast,non-urban,Nephrology,8
397,M,3209,Northeast,non-urban,Psychiatry,7
339,F,4387,South,urban,Family,2
574,F,3145,South,urban,Medical,8
197,F,1713,South,urban,Adult Health,8
1599,M,10963,South,non-urban,Neurology,7
786,M,4820,Midwest,urban,Psychiatry,7
1169,M,872,Northeast,urban,Infectious Disease,8
1525,M,6837,Northeast,non-urban,Cardiovascular Disease,7
1129,F,5622,Northeast,non-urban,Geriatric Medicine,8
941,M,4599,Northeast,urban,Family,5
3239,M,1623,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
1128,M,7929,South,non-urban,Cardiovascular Disease,7
345,F,2601,Northeast,non-urban,Infectious Disease,7
193,F,1309,Northeast,non-urban,Family,7
356,M,2001,West,non-urban,Nephrology,7
1849,M,2119,South,urban,"Endocrinology, Diabetes & Metabolism",7
746,M,2170,Northeast,non-urban,Cardiovascular Disease,7
234,F,1725,West,non-urban,Family,7
969,M,2383,Northeast,non-urban,Pulmonary Disease,7
1146,M,2368,West,non-urban,Neurology,6
8342,F,21976,Midwest,non-urban,Geriatric Medicine,8
493,M,4825,West,non-urban,Psychiatry,7
88,F,1168,West,urban,Family,7
509,M,3051,South,non-urban,Cardiovascular Disease,8
294,F,2399,South,urban,Family,7
165,M,2300,South,urban,Psychiatry,7
208,M,2179,Northeast,non-urban,Psychiatry,7
1009,M,6139,South,non-urban,Rheumatology,7
397,M,994,Midwest,non-urban,Psychiatry,6
335,M,2205,South,non-urban,Hematology & Oncology,7
3874,M,3796,South,urban,"Endocrinology, Diabetes & Metabolism",7
442,F,4623,Midwest,non-urban,Medical,7
476,M,2773,Northeast,non-urban,Cardiovascular Disease,7
259,F,1473,Midwest,urban,Sports Medicine,5
105,F,2053,West,non-urban,Gerontology,7
502,M,2370,South,urban,Cardiovascular Disease,8
2997,F,6543,Northeast,non-urban,Nephrology,8
485,M,4140,South,urban,Psychiatry,8
907,M,8867,Northeast,non-urban,Adult Health,7
461,M,2321,Northeast,non-urban,Cardiovascular Disease,7
475,M,2013,Northeast,non-urban,Psychiatry,7
324,M,3464,South,non-urban,Psychiatry,7
1413,F,1373,South,non-urban,Infectious Disease,6
558,F,2507,Northeast,non-urban,Family,7
395,M,2700,South,non-urban,Nephrology,7
709,M,6056,Midwest,non-urban,Cardiovascular Disease,8
345,M,2171,Northeast,non-urban,Psychiatry,7
1439,M,3741,South,urban,Cardiovascular Disease,8
355,F,2655,Northeast,non-urban,Psych/Mental Health,6
832,M,4225,South,non-urban,Cardiovascular Disease,7
699,M,4474,Midwest,non-urban,Cardiovascular Disease,7
447,M,2528,South,non-urban,Medical Oncology,7
458,M,1938,Northeast,non-urban,Nephrology,7
392,F,2616,Northeast,non-urban,Medical,7
2638,M,4032,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
1440,M,8201,South,non-urban,Pain Medicine,3
864,F,2482,South,non-urban,Cardiovascular Disease,7
2585,M,1600,South,non-urban,Infectious Disease,7
324,M,4524,Midwest,non-urban,Neurology,7
295,M,1613,South,non-urban,Nephrology,5
503,M,3114,South,non-urban,Cardiovascular Disease,8
606,M,2657,West,non-urban,Geriatric Medicine,7
555,M,2026,Midwest,non-urban,Cardiovascular Disease,8
3340,F,3343,Midwest,urban,"Endocrinology, Diabetes & Metabolism",8
786,M,3947,South,non-urban,Geriatric Medicine,7
453,M,1588,West,urban,Primary Care,6
1121,M,5891,Northeast,non-urban,Rheumatology,7
680,M,4599,Northeast,non-urban,Cardiovascular Disease,7
1393,M,2289,South,urban,"Endocrinology, Diabetes & Metabolism",7
287,F,2153,South,urban,Adult Health,4
1625,F,9047,Midwest,non-urban,Psychiatry,7
1914,M,1866,South,non-urban,"Endocrinology, Diabetes & Metabolism",8
531,M,1812,South,non-urban,Neurology,8
275,F,1253,South,non-urban,Family,4
892,M,4733,Midwest,urban,Neurology,7
927,M,4767,South,non-urban,Medical,7
1959,M,7803,South,urban,Neurology,6
2651,M,5650,South,urban,"Endocrinology, Diabetes & Metabolism",7
1969,F,18663,Northeast,non-urban,Geriatric Medicine,7
323,M,1413,Northeast,non-urban,Cardiovascular Disease,7
3318,F,10908,West,non-urban,Geriatric Medicine,7
386,M,935,Midwest,urban,Pulmonary Disease,7
821,M,2741,South,urban,Cardiovascular Disease,7
376,F,4314,Midwest,non-urban,Rheumatology,8
895,M,2413,South,urban,Cardiovascular Disease,8
385,M,2819,South,urban,Psychiatry,7
417,M,1728,South,non-urban,Cardiovascular Disease,7
1077,M,3211,South,urban,Primary Care,7
55,F,1668,West,urban,Family,3
424,M,2073,Northeast,non-urban,Gastroenterology,7
267,F,1862,West,non-urban,Family,7
960,F,2016,Northeast,non-urban,Medical,7
503,M,2680,Midwest,urban,Psychiatry,8
251,F,2369,Midwest,urban,Family,7
346,F,2178,Midwest,non-urban,Adolescent Medicine,7
729,M,3802,South,urban,Interventional Cardiology,8
329,M,2388,Northeast,non-urban,Medical,7
867,M,3651,South,non-urban,Cardiovascular Disease,7
271,M,2103,Northeast,non-urban,Nephrology,7
496,F,2083,South,non-urban,Cardiovascular Disease,7
354,M,1935,Midwest,urban,Neurology,6
1035,F,8909,West,urban,Neurology,5
383,M,2165,Midwest,non-urban,Adolescent Medicine,7
914,M,3126,Northeast,non-urban,Cardiovascular Disease,5
735,M,5040,West,non-urban,Cardiovascular Disease,7
995,M,2884,Northeast,non-urban,Nephrology,6
194,F,2018,Midwest,urban,Psychiatry,7
166,F,2284,West,urban,Medical,7
535,M,3167,South,urban,Cardiovascular Disease,8
1730,M,9116,Midwest,urban,Cardiovascular Disease,8
353,M,3469,South,non-urban,Adult Medicine,7
1414,M,6486,South,urban,Medical,7
1491,M,3569,West,urban,Nephrology,7
844,M,2619,Northeast,urban,Neurology,8
1842,M,7078,Midwest,non-urban,Psychiatry,7
472,F,2721,South,non-urban,Psych/Mental Health,1
524,M,1852,South,urban,Nephrology,6
1057,M,5592,South,urban,Neurology,8
690,M,2497,Northeast,non-urban,Adult Medicine,7
2222,M,4649,South,urban,Cardiovascular Disease,8
184,F,3058,Midwest,non-urban,Psychiatry,7
1051,M,7043,West,urban,Cardiovascular Disease,5
2230,F,2245,Northeast,urban,"Endocrinology, Diabetes & Metabolism",7
309,M,4432,West,non-urban,Geriatric Medicine,7
312,M,2553,Midwest,urban,Psychiatry,7
513,M,4232,West,urban,Medical,7
621,M,2492,South,urban,Cardiovascular Disease,7
835,M,4041,Northeast,non-urban,Nephrology,7
631,F,3412,South,urban,Family,5
1047,F,4874,South,urban,Family,8
735,M,4534,West,non-urban,Medical,6
460,M,2179,South,urban,Neurology,7
874,F,4959,South,urban,Adult Health,7
233,M,2600,West,non-urban,Medical,6
635,F,3499,Northeast,non-urban,Rheumatology,7
476,M,3724,South,urban,Interventional Cardiology,8
526,M,3745,Midwest,non-urban,Nephrology,8
1133,M,1747,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
555,M,2441,West,non-urban,Nephrology,6
1176,M,4372,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
281,F,2807,Midwest,urban,Medical,7
607,M,2654,Northeast,non-urban,Neurology,7
220,F,1652,West,non-urban,Family,3
471,M,2823,South,urban,Cardiovascular Disease,8
722,M,2951,Northeast,non-urban,Psychiatry,6
429,F,1365,Midwest,non-urban,Adult Health,7
294,M,1452,Midwest,urban,Medical,2
2836,M,7488,South,urban,Nephrology,8
1738,M,10909,South,non-urban,Cardiovascular Disease,7
453,F,2953,South,urban,Psychiatry,7
682,M,3729,Midwest,urban,Cardiovascular Disease,8
402,M,2189,Midwest,urban,Gastroenterology,7
299,F,2468,Midwest,non-urban,Medical,7
1153,F,6066,South,urban,Medical,7
407,F,4290,West,urban,Adult Health,7
543,M,2383,South,non-urban,Neurology,8
443,M,1684,Northeast,non-urban,Nephrology,7
537,F,2241,Midwest,non-urban,Family,7
705,F,4026,South,urban,Cardiovascular Disease,7
474,F,1838,Northeast,non-urban,Geriatric Medicine,4
259,F,1629,South,non-urban,Medical,7
397,M,3432,Midwest,non-urban,Psychiatry,7
207,F,1407,South,non-urban,Primary Care,6
673,M,4534,South,non-urban,Psychiatry,7
426,F,3324,South,non-urban,Family,2
594,M,1247,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
449,M,2948,Northeast,non-urban,Geriatric Medicine,8
1231,M,5127,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",7
514,F,3407,Midwest,non-urban,Geriatric Medicine,8
812,F,2324,West,urban,Nephrology,7
896,M,6412,South,urban,Psychiatry,7
937,M,3154,South,urban,Cardiovascular Disease,7
422,F,2668,South,urban,Adult Medicine,6
475,F,2898,Northeast,non-urban,Adult Health,7
880,M,4188,Midwest,urban,Cardiovascular Disease,7
159,M,1375,South,urban,Hematology & Oncology,6
3445,M,3988,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
715,M,1610,Northeast,non-urban,Cardiovascular Disease,8
875,M,2901,South,non-urban,Interventional Cardiology,7
127,M,2466,South,urban,Psychiatry,7
718,M,8211,South,urban,Psychiatry,7
363,F,2202,West,non-urban,Family,7
668,M,3869,Midwest,non-urban,Clinical Cardiac Electrophysiology,7
757,M,4272,Midwest,non-urban,Psychiatry,7
314,F,1814,West,non-urban,Neurology,6
270,F,889,Northeast,non-urban,Adult Health,7
568,F,2202,West,urban,Psychiatry,7
559,M,3269,Northeast,non-urban,Cardiovascular Disease,8
170,F,1055,Northeast,non-urban,Family,7
568,M,3450,South,urban,Nephrology,5
179,F,1271,Northeast,urban,Adult Health,8
324,F,1501,South,urban,Family,2
1482,F,4116,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
213,M,2683,Northeast,non-urban,Psychiatry,7
590,F,3097,South,non-urban,Adult Health,7
432,M,1706,Northeast,urban,Neurology,8
371,F,2043,Northeast,non-urban,Medical,4
1396,F,4716,West,urban,Neurology,7
196,M,1211,Midwest,urban,Hematology & Oncology,7
344,M,1461,Midwest,non-urban,Neurology,7
211,M,1324,West,non-urban,Hematology & Oncology,7
400,M,2138,West,non-urban,Nephrology,7
1004,M,4262,South,non-urban,Neurology,8
520,F,4746,West,urban,Family,7
470,F,3131,Midwest,non-urban,Psychiatry,6
1647,M,3896,Northeast,non-urban,Cardiovascular Disease,7
912,F,7249,West,non-urban,Psychiatry,7
363,M,2446,West,non-urban,Cardiovascular Disease,7
721,M,4559,South,urban,Cardiovascular Disease,7
1186,M,3062,West,non-urban,Interventional Cardiology,7
173,F,1877,South,urban,Family,4
1060,M,7090,West,non-urban,Adult Medicine,7
683,M,2728,South,non-urban,Neurology,7
303,M,1515,West,non-urban,Nephrology,6
572,F,2794,South,non-urban,Family,6
991,M,5156,South,urban,Geriatric Medicine,8
506,M,2518,Midwest,non-urban,Cardiovascular Disease,7
960,M,999,South,urban,"Endocrinology, Diabetes & Metabolism",8
931,F,4950,Midwest,urban,Sports Medicine,8
1946,M,1873,Midwest,urban,"Endocrinology, Diabetes & Metabolism",5
1457,M,2984,Midwest,non-urban,Cardiovascular Disease,7
4447,F,3710,Northeast,non-urban,Medical,4
565,F,2037,Northeast,non-urban,Geriatric Medicine,6
1427,F,6081,South,non-urban,Nephrology,7
345,F,4233,South,urban,Family,7
864,F,4305,Midwest,non-urban,Psych/Mental Health,6
294,F,1543,South,urban,Adult Health,7
1029,M,5611,South,urban,Family,8
464,F,2425,South,non-urban,Family,3
167,F,1323,West,non-urban,Medical,7
401,M,2464,Midwest,non-urban,Psychiatry,7
1215,M,3886,South,non-urban,Cardiovascular Disease,7
430,F,1457,Northeast,non-urban,Cardiovascular Disease,8
1024,M,3577,South,urban,Cardiovascular Disease,8
398,F,2990,Midwest,urban,Family,4
965,F,5856,Northeast,non-urban,Medical,7
862,M,4089,South,non-urban,Geriatric Medicine,7
460,F,2902,South,non-urban,Family,8
721,M,4973,South,urban,Rheumatology,8
678,M,4036,South,urban,Neurology,8
379,F,2107,Northeast,non-urban,Family,7
1624,F,5426,Northeast,non-urban,Geriatric Medicine,6
1944,M,5242,Northeast,non-urban,Cardiovascular Disease,7
1141,F,7784,Northeast,urban,Adult Health,7
790,M,3856,Northeast,non-urban,Cardiovascular Disease,8
206,M,1537,Northeast,urban,Hematology & Oncology,7
1357,F,1416,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",8
707,M,2223,Northeast,non-urban,Nephrology,8
419,F,2657,South,urban,Family,6
301,F,2936,South,urban,Family,2
178,M,5473,Midwest,urban,Psychiatry,8
488,M,2738,South,urban,Interventional Cardiology,7
150,M,2156,West,urban,Psychiatry,8
1288,M,2893,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
3467,M,8657,South,non-urban,Neurology,7
1906,M,9068,South,urban,Pulmonary Disease,7
406,M,3368,Midwest,non-urban,Neurology,8
408,M,2385,Midwest,non-urban,Pulmonary Disease,7
431,M,2953,South,urban,Family,8
344,M,2054,Midwest,urban,Nephrology,8
526,M,1528,West,non-urban,Nephrology,7
928,M,6135,South,urban,Cardiovascular Disease,8
955,M,3080,Northeast,non-urban,Pulmonary Disease,8
695,M,5514,South,non-urban,Family,7
2055,M,10667,South,non-urban,Interventional Cardiology,7
3796,F,1957,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",7
792,M,5069,West,non-urban,Geriatric Medicine,6
3838,F,21664,South,non-urban,Adult Medicine,7
1817,F,10780,Northeast,non-urban,Geriatric Medicine,8
429,F,2354,South,non-urban,Family,7
437,F,3377,South,urban,Family,3
899,M,1875,Northeast,urban,Neurology,8
505,M,2340,Northeast,non-urban,Pulmonary Disease,6
1599,F,1386,Northeast,non-urban,Infectious Disease,7
405,M,2164,South,urban,Nephrology,7
268,M,1993,Northeast,non-urban,Geriatric Medicine,8
2842,M,12761,Midwest,urban,Geriatric Medicine,7
386,F,1975,South,non-urban,Family,7
2031,M,14295,South,urban,Geriatric Medicine,8
189,F,1142,South,urban,Medical,6
1117,M,4636,South,non-urban,Neurology,8
548,M,5531,Midwest,urban,Cardiovascular Disease,7
516,F,3095,West,urban,Adult Health,6
134,F,1345,South,non-urban,Family,2
77,M,1411,Northeast,non-urban,Medical,8
473,F,3485,South,urban,Family,4
386,F,1897,South,non-urban,Nephrology,8
819,M,3420,South,non-urban,Neurology,7
492,M,3059,South,urban,Psychiatry,7
345,M,2181,West,non-urban,Cardiovascular Disease,7
585,M,1799,South,urban,Neurology,7
1684,M,8663,South,urban,Geriatric Medicine,8
2612,M,4146,Northeast,non-urban,Psychiatry,7
1046,M,3787,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",8
948,M,4568,Midwest,non-urban,Psychiatry,7
432,F,4418,West,non-urban,Family,6
397,M,2728,Midwest,urban,Cardiovascular Disease,8
540,F,3306,Northeast,non-urban,Cardiovascular Disease,7
805,M,5932,South,urban,Cardiovascular Disease,7
1648,M,10138,West,non-urban,Pulmonary Disease,8
891,M,2460,West,non-urban,Cardiovascular Disease,7
1842,M,6596,South,urban,Gastroenterology,7
343,M,2694,West,non-urban,Geriatric Medicine,6
1208,M,1560,Midwest,urban,"Endocrinology, Diabetes & Metabolism",7
322,F,2390,Northeast,non-urban,Geriatric Medicine,7
517,M,2951,Northeast,non-urban,Rheumatology,7
836,M,9533,South,urban,Cardiovascular Disease,8
374,M,2629,Northeast,urban,Psychiatry,6
456,M,3572,South,urban,Cardiovascular Disease,7
403,M,4998,South,urban,Psychiatry,6
888,M,5830,South,urban,Rheumatology,7
743,F,3724,South,non-urban,Family,5
1006,M,4199,Midwest,non-urban,Nephrology,8
853,M,1498,West,urban,Nephrology,7
808,F,5120,South,non-urban,Family,7
1117,M,2553,South,urban,Clinical Cardiac Electrophysiology,8
4644,M,18315,West,non-urban,Geriatric Medicine,8
171,F,1251,West,non-urban,Adult Health,7
1060,M,5832,Midwest,non-urban,Geriatric Medicine,7
1490,F,2271,South,non-urban,Medical,8
358,M,4325,South,non-urban,Neurology,7
3886,M,9366,South,urban,"Endocrinology, Diabetes & Metabolism",7
309,F,1841,Northeast,non-urban,Rheumatology,8
812,M,3529,South,non-urban,Cardiovascular Disease,8
523,M,6829,Midwest,non-urban,Psychiatry,7
1181,M,3145,South,urban,Pulmonary Disease,7
338,F,2116,South,urban,Family,4
1461,M,3589,South,urban,Pulmonary Disease,7
404,F,3578,South,non-urban,Neurology,8
263,F,1915,Northeast,non-urban,Adult Health,7
632,M,3724,South,urban,Cardiovascular Disease,7
508,F,2641,Northeast,non-urban,Cardiovascular Disease,7
792,F,4536,Midwest,urban,Family,5
350,M,1201,Midwest,non-urban,Neurology,8
651,F,3455,South,urban,Medical,7
368,M,4101,Midwest,non-urban,Cardiovascular Disease,7
1802,F,1779,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
1193,M,4900,Northeast,non-urban,Rheumatology,7
251,F,2053,South,urban,Nephrology,8
703,M,6018,South,non-urban,Rheumatology,8
680,M,4410,Midwest,non-urban,Gastroenterology,7
2004,M,2361,South,urban,Pulmonary Disease,7
267,M,2511,West,urban,Addiction Medicine,3
1608,M,5024,Northeast,non-urban,Rheumatology,7
927,M,5626,West,non-urban,Geriatric Medicine,7
650,M,4088,South,urban,Cardiovascular Disease,7
424,M,2499,South,non-urban,Neurology,8
670,M,1903,South,non-urban,Neurology,7
1120,M,5897,West,urban,Cardiovascular Disease,7
850,M,5373,Midwest,non-urban,Cardiovascular Disease,7
133,F,1450,South,urban,Hematology & Oncology,7
437,M,3328,South,urban,Psychiatry,7
2414,F,1228,Northeast,urban,Medical,4
793,F,3096,South,urban,Medical,5
1112,F,4891,Midwest,non-urban,Family,6
652,M,3680,Midwest,non-urban,Cardiovascular Disease,8
431,F,4505,Northeast,non-urban,Psychiatry,7
1659,M,1617,South,non-urban,"Endocrinology, Diabetes & Metabolism",8
633,M,2656,South,non-urban,Nephrology,8
477,F,2629,Northeast,non-urban,Psychiatry,7
911,F,2825,South,urban,Medical,8
5528,M,29088,South,urban,Pulmonary Disease,8
2117,M,6148,West,non-urban,Cardiovascular Disease,8
808,M,6785,South,non-urban,Geriatric Medicine,8
1347,M,4662,South,non-urban,Cardiovascular Disease,7
772,M,2769,Midwest,urban,Psychiatry,7
427,F,3533,Northeast,non-urban,Medical,4
820,M,3214,Northeast,non-urban,Cardiovascular Disease,7
654,M,3173,South,non-urban,Psychiatry,7
508,F,1398,South,non-urban,Neurology,6
586,F,4972,Midwest,urban,Psychiatry,7
1328,M,7975,Midwest,non-urban,Psychiatry,7
1373,M,3702,Northeast,urban,Cardiovascular Disease,8
849,F,8421,South,urban,Family,8
536,M,2827,West,non-urban,Nephrology,7
1157,M,5124,South,non-urban,Interventional Cardiology,7
1275,F,3568,Northeast,non-urban,Neurology,7
1515,F,1182,Midwest,urban,Family,5
707,M,3957,South,non-urban,Neurology,6
148,M,1532,South,non-urban,Hematology & Oncology,7
976,M,6818,West,non-urban,Primary Care,6
1049,M,5961,West,non-urban,Psychiatry,7
343,F,1720,South,urban,Family,4
452,M,1936,Northeast,non-urban,Neurology,7
331,F,2646,South,urban,Adult Medicine,7
410,M,2443,South,non-urban,Nephrology,7
744,M,3423,South,urban,Cardiovascular Disease,8
581,M,3830,Midwest,non-urban,Medical,7
262,F,1141,South,non-urban,Adult Health,6
460,F,3318,South,non-urban,Family,7
1291,M,4853,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
433,M,2128,South,urban,Nephrology,7
625,M,3443,Midwest,non-urban,Cardiovascular Disease,6
611,F,6336,South,non-urban,Family,4
